neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Queens,Forest Hills,40.72,-73.85411,Private room,99,1,26,2019-06-10,0.93,1,284
Manhattan,Hell's Kitchen,40.75611,-73.99387,Entire home/apt,180,7,17,2019-06-30,0.53,1,5
Brooklyn,Flatbush,40.64189,-73.96066,Entire home/apt,100,3,4,2019-03-22,0.12,1,69
Brooklyn,Bedford-Stuyvesant,40.67854,-73.92321,Entire home/apt,98,2,6,2019-06-30,0.66,1,9
Brooklyn,Crown Heights,40.67564,-73.95497,Entire home/apt,93,3,48,2019-05-25,1.42,1,3
Brooklyn,Bedford-Stuyvesant,40.68381,-73.94346,Entire home/apt,250,3,41,2019-06-29,1.2,1,30
Brooklyn,Williamsburg,40.71865,-73.96392,Entire home/apt,249,2,43,2019-06-23,1.27,1,38
Bronx,Kingsbridge,40.86932,-73.90057,Private room,30,2,56,2019-06-12,1.68,1,38
Brooklyn,Vinegar Hill,40.70156,-73.98199,Shared room,250,2,37,2019-06-06,1.09,1,83
Queens,Sunnyside,40.74211,-73.91646,Entire home/apt,105,2,48,2019-06-16,1.42,1,13
Brooklyn,Bushwick,40.70708,-73.92343,Entire home/apt,102,1,44,2019-06-26,1.3,1,38
Manhattan,Upper West Side,40.77718,-73.98023,Private room,120,1,20,2019-06-24,0.59,1,81
Manhattan,Washington Heights,40.8419,-73.93866,Entire home/apt,130,3,10,2018-09-03,0.29,1,188
Brooklyn,Bedford-Stuyvesant,40.68381,-73.91776,Entire home/apt,86,4,55,2019-05-31,1.62,1,17
Brooklyn,Bushwick,40.69141,-73.92092,Entire home/apt,200,3,6,2018-08-27,0.22,1,194
Brooklyn,Williamsburg,40.7119,-73.94431,Private room,90,3,17,2019-06-16,0.5,1,4
Brooklyn,Bushwick,40.69096,-73.91055,Entire home/apt,105,5,26,2019-05-20,0.77,1,269
Manhattan,Harlem,40.82316,-73.94478,Entire home/apt,195,7,28,2019-06-23,0.92,1,285
Brooklyn,Williamsburg,40.71156,-73.95454,Entire home/apt,150,2,14,2019-06-15,0.41,1,363
Brooklyn,Greenpoint,40.72151,-73.94141,Private room,70,1,39,2019-07-05,1.66,2,15
Queens,Astoria,40.76802,-73.91815,Entire home/apt,180,4,45,2019-06-30,1.32,1,351
Queens,Rosedale,40.65378,-73.72582,Entire home/apt,85,2,31,2019-01-07,0.92,1,142
Manhattan,Gramercy,40.7363,-73.98338,Entire home/apt,250,1,3,2018-12-20,0.15,1,312
Manhattan,East Harlem,40.79853,-73.94143,Entire home/apt,270,3,70,2019-06-16,2.06,3,255
Queens,Elmhurst,40.74647,-73.88258,Private room,53,3,2,2019-07-07,0.06,1,358
Brooklyn,Bedford-Stuyvesant,40.68664,-73.93849,Entire home/apt,100,3,33,2019-06-23,2.12,1,166
Queens,Forest Hills,40.73602,-73.85619,Private room,52,1,14,2017-04-16,0.43,2,249
Bronx,Bronxdale,40.85499,-73.86728,Private room,43,4,10,2017-01-03,0.3,1,88
Brooklyn,East Flatbush,40.63948,-73.95008,Private room,50,1,35,2019-06-16,1.03,2,365
Brooklyn,East Flatbush,40.64004,-73.94933,Private room,50,1,43,2019-06-20,1.26,2,266
Manhattan,Civic Center,40.71342,-73.99929,Entire home/apt,150,2,8,2018-12-29,0.23,1,58
Manhattan,Upper West Side,40.77794,-73.9763,Entire home/apt,220,2,24,2019-06-10,0.7,1,207
Brooklyn,Crown Heights,40.66692,-73.95205,Entire home/apt,105,1,7,2019-06-19,0.21,1,6
Queens,Ozone Park,40.68285,-73.85248,Entire home/apt,70,5,17,2019-06-29,0.49,1,331
Queens,Long Island City,40.76117,-73.92847,Private room,65,3,37,2019-05-11,1.09,1,18
Manhattan,Harlem,40.83043,-73.94672,Private room,60,1,5,2018-09-16,0.15,1,5
Brooklyn,Williamsburg,40.70719,-73.95927,Shared room,37,1,12,2018-09-18,0.35,2,362
Manhattan,Harlem,40.80555,-73.95706,Entire home/apt,77,5,19,2019-01-01,0.56,3,1
Manhattan,East Harlem,40.79639,-73.9347,Private room,55,7,3,2019-05-15,0.09,1,215
Brooklyn,Bedford-Stuyvesant,40.69377,-73.9307,Entire home/apt,40,2,8,2019-07-06,0.24,1,10
Queens,Jamaica,40.6871,-73.77887,Private room,68,3,16,2019-01-03,0.47,2,359
Manhattan,East Village,40.73213,-73.98517,Entire home/apt,249,5,24,2018-12-30,0.71,1,17
Manhattan,East Village,40.72522,-73.9873,Entire home/apt,99,2,41,2017-10-14,1.24,2,23
Manhattan,Murray Hill,40.74653,-73.9739,Private room,115,1,15,2018-10-14,0.44,3,7
Queens,Ozone Park,40.68287,-73.85981,Private room,65,2,41,2019-06-03,1.2,1,353
Manhattan,Midtown,40.76276,-73.97652,Private room,110,4,32,2019-06-17,0.94,1,167
Manhattan,Greenwich Village,40.73499,-73.99254,Private room,150,2,36,2019-06-09,1.06,1,13
Queens,Astoria,40.76145,-73.92273,Private room,90,3,6,2017-10-23,0.18,2,10
Manhattan,Inwood,40.86582,-73.92582,Private room,79,4,26,2019-05-24,0.78,1,238
Brooklyn,Williamsburg,40.71111,-73.96299,Entire home/apt,150,4,12,2018-11-30,0.37,1,5
Queens,Jamaica,40.67537,-73.77355,Private room,79,1,5,2018-09-07,0.16,2,179
Brooklyn,Bushwick,40.69935,-73.91332,Private room,41,4,4,2018-01-02,0.16,1,189
Brooklyn,Crown Heights,40.67415,-73.95627,Private room,60,4,2,2018-08-28,0.06,1,14
Brooklyn,Williamsburg,40.7176,-73.96148,Entire home/apt,250,3,19,2018-10-01,0.57,1,7
Brooklyn,Sunset Park,40.65651,-74.0029,Private room,60,2,34,2019-06-13,1.0,2,181
Queens,Holliswood,40.72468,-73.76681,Private room,239,3,11,2019-06-30,0.52,1,135
Manhattan,Hell's Kitchen,40.76133,-73.99744,Entire home/apt,250,3,1,2016-10-15,0.03,1,158
Manhattan,Upper West Side,40.78492,-73.97992,Private room,110,2,41,2019-05-20,1.21,1,89
Queens,Arverne,40.58792,-73.80062,Private room,75,2,8,2019-05-18,0.68,1,67
Bronx,Fordham,40.86533,-73.89713,Private room,40,3,1,2018-09-24,0.1,1,179
Manhattan,Midtown,40.74371,-73.98454,Entire home/apt,165,3,57,2019-04-28,1.7,1,157
Brooklyn,Brooklyn Heights,40.69293,-73.99113,Entire home/apt,188,2,25,2019-06-27,0.74,1,30
Brooklyn,Bedford-Stuyvesant,40.68408,-73.95411,Entire home/apt,140,3,62,2019-06-26,1.88,1,275
Queens,Long Island City,40.7579,-73.93052,Entire home/apt,115,2,5,2017-10-09,0.15,1,66
Brooklyn,Crown Heights,40.67933,-73.96219,Entire home/apt,150,2,16,2017-08-06,0.48,1,35
Manhattan,Harlem,40.82158,-73.95592,Entire home/apt,300,4,69,2019-06-16,2.05,1,110
Manhattan,Murray Hill,40.74968,-73.97665,Private room,132,4,10,2019-07-05,0.57,2,364
Manhattan,Murray Hill,40.74825,-73.97673,Private room,85,5,3,2019-01-14,0.17,2,364
Brooklyn,Sheepshead Bay,40.60892,-73.96221,Private room,65,3,14,2018-11-11,0.41,2,156
Brooklyn,Bedford-Stuyvesant,40.68385,-73.9523,Entire home/apt,150,2,66,2019-06-30,2.01,2,55
Manhattan,Washington Heights,40.83839,-73.93819,Private room,119,2,12,2018-09-02,0.36,1,124
Brooklyn,Bensonhurst,40.61238,-73.99805,Entire home/apt,100,3,54,2019-06-13,1.72,1,61
Queens,Ditmars Steinway,40.77021,-73.90947,Private room,70,2,59,2019-05-27,1.77,2,232
Queens,Astoria,40.7656,-73.92293,Private room,90,1,43,2019-05-26,1.28,2,331
Brooklyn,Bushwick,40.69025,-73.91251,Private room,65,1,23,2019-06-21,0.69,1,290
Brooklyn,Flatbush,40.63714,-73.95316,Private room,40,3,28,2019-06-15,2.64,2,54
Brooklyn,Bushwick,40.68342,-73.90993,Private room,80,1,19,2019-06-30,0.58,1,88
Queens,Ridgewood,40.70512,-73.91386,Private room,48,1,6,2019-05-31,2.9,1,158
Queens,Forest Hills,40.71871,-73.8532,Private room,59,3,9,2017-02-19,0.27,1,95
Brooklyn,Brighton Beach,40.57608,-73.9614,Shared room,35,1,34,2019-06-01,1.01,3,343
Manhattan,Washington Heights,40.85797,-73.93286,Entire home/apt,120,4,13,2019-04-21,0.39,1,42
Brooklyn,Sunset Park,40.64487,-74.00893,Private room,50,1,49,2019-06-30,1.44,1,90
Brooklyn,Williamsburg,40.71411,-73.94402,Entire home/apt,151,2,13,2018-08-28,0.41,1,188
Manhattan,SoHo,40.72058,-73.99807,Private room,120,3,21,2019-06-15,0.63,2,82
Manhattan,Harlem,40.83185,-73.94806,Private room,40,5,19,2019-06-08,0.57,3,316
Manhattan,East Harlem,40.80771,-73.94112,Shared room,95,1,7,2018-12-17,0.21,1,179
Staten Island,St. George,40.6437,-74.07944,Entire home/apt,150,1,23,2019-06-18,0.78,3,336
Queens,Ridgewood,40.70703,-73.90907,Private room,80,7,5,2019-01-04,0.15,1,188
Queens,Kew Gardens Hills,40.71785,-73.82066,Private room,76,2,23,2019-06-18,0.68,1,178
Queens,St. Albans,40.70327,-73.76785,Private room,85,1,48,2019-06-08,1.41,3,180
Brooklyn,Bath Beach,40.60979,-74.01121,Entire home/apt,85,1,38,2017-07-30,1.12,1,36
Queens,Woodhaven,40.6922,-73.864,Private room,43,3,69,2019-05-21,2.08,1,283
Queens,Jamaica,40.67627,-73.77059,Private room,65,1,3,2018-12-30,0.12,2,179
Manhattan,Upper East Side,40.77799,-73.94935,Private room,80,5,9,2019-05-11,0.29,2,118
Brooklyn,Bedford-Stuyvesant,40.68203,-73.92676,Private room,75,3,18,2019-03-14,0.54,2,311
Staten Island,St. George,40.64057,-74.0786,Private room,110,1,20,2019-07-01,0.63,3,337
Brooklyn,Sheepshead Bay,40.60803,-73.96211,Private room,50,3,15,2019-03-31,0.45,2,211
Manhattan,Upper West Side,40.79512,-73.9733,Private room,100,2,45,2019-05-24,1.36,1,83
Manhattan,Harlem,40.82377,-73.94981,Private room,65,4,42,2019-06-18,1.34,1,10
Manhattan,Lower East Side,40.72195,-73.98698,Entire home/apt,214,2,15,2019-05-20,0.48,1,17
Brooklyn,Bushwick,40.68687,-73.91564,Private room,40,2,21,2018-07-15,0.63,1,185
Manhattan,East Harlem,40.79655,-73.93848,Private room,75,3,54,2019-07-07,1.61,2,271
Brooklyn,Prospect-Lefferts Gardens,40.65985,-73.95725,Private room,125,2,27,2019-05-09,0.88,1,136
Brooklyn,Williamsburg,40.71381,-73.93903,Private room,85,1,31,2019-06-30,0.93,3,279
Manhattan,Harlem,40.83014,-73.94656,Private room,59,3,49,2019-06-03,1.51,2,203
Brooklyn,Greenpoint,40.72342,-73.94838,Private room,99,2,38,2019-06-23,1.13,1,89
Bronx,Woodlawn,40.88253,-73.86951,Private room,68,1,6,2018-10-09,0.19,1,87
Queens,Woodside,40.74767,-73.90721,Entire home/apt,110,2,9,2017-06-03,0.27,1,8
Staten Island,St. George,40.64055,-74.0784,Private room,70,1,60,2019-06-16,1.84,3,336
Brooklyn,Williamsburg,40.70912,-73.94513,Entire home/apt,135,2,22,2019-07-07,0.66,1,5
Bronx,Bronxdale,40.85585,-73.86486,Private room,40,5,65,2019-06-04,1.94,2,328
Manhattan,Washington Heights,40.85679,-73.932,Private room,60,2,60,2019-06-23,1.79,1,60
Brooklyn,Williamsburg,40.7155,-73.95632,Private room,125,5,15,2019-06-04,0.46,2,288
Manhattan,Upper East Side,40.76952,-73.94892,Entire home/apt,150,7,12,2019-04-18,0.39,1,32
Queens,Long Island City,40.74569,-73.94684,Private room,105,4,10,2019-05-29,0.33,1,70
Brooklyn,Flatbush,40.64747,-73.96171,Private room,75,3,65,2019-05-17,1.95,2,335
Bronx,Norwood,40.8722,-73.87607,Private room,50,3,22,2019-06-02,0.76,1,342
Brooklyn,Williamsburg,40.70879,-73.94937,Private room,70,7,15,2019-04-28,0.45,1,292
Queens,Woodside,40.74845,-73.89665,Private room,85,1,42,2019-06-28,1.26,1,364
Manhattan,Upper West Side,40.78319,-73.97762,Private room,85,2,8,2017-08-03,0.24,1,89
Brooklyn,Williamsburg,40.72049,-73.96027,Entire home/apt,180,3,7,2019-06-24,0.21,1,54
Manhattan,Harlem,40.81463,-73.95106,Private room,75,3,11,2018-12-31,0.35,1,14
Queens,St. Albans,40.70577,-73.75932,Private room,47,3,2,2018-12-16,0.06,1,56
Brooklyn,Windsor Terrace,40.65927,-73.97832,Entire home/apt,300,2,6,2018-12-26,0.18,1,16
Queens,Arverne,40.59065,-73.79563,Entire home/apt,150,2,20,2019-07-07,0.61,1,76
Manhattan,Chelsea,40.74624,-74.00371,Entire home/apt,225,1,51,2019-06-29,1.63,1,9
Queens,Astoria,40.7687,-73.91975,Entire home/apt,149,4,5,2018-04-07,0.15,1,66
Manhattan,Inwood,40.86906,-73.9173,Private room,50,2,7,2018-10-08,0.23,1,155
Brooklyn,Bedford-Stuyvesant,40.68014,-73.94048,Entire home/apt,95,3,48,2019-06-29,1.57,1,338
Manhattan,Harlem,40.80968,-73.94425,Private room,99,1,31,2019-07-06,2.63,1,123
Manhattan,Washington Heights,40.83892,-73.94265,Entire home/apt,120,3,4,2019-05-28,0.13,1,7
Brooklyn,Flatbush,40.64361,-73.95367,Private room,86,2,53,2019-07-07,1.64,1,324
Queens,Astoria,40.75771,-73.91385,Private room,99,3,47,2018-09-14,1.41,2,176
Brooklyn,Fort Hamilton,40.61937,-74.03132,Entire home/apt,95,6,20,2019-06-10,0.6,2,141
Brooklyn,Bedford-Stuyvesant,40.6876,-73.92691,Private room,79,2,16,2019-06-16,1.12,1,173
Manhattan,West Village,40.73616,-74.00889,Entire home/apt,200,2,28,2019-05-23,1.32,1,66
Brooklyn,Gowanus,40.66734,-73.99383,Entire home/apt,135,2,19,2019-06-19,0.6,1,35
Manhattan,Nolita,40.72216,-73.99571,Entire home/apt,275,2,32,2019-07-01,1.14,3,41
Queens,Long Island City,40.74629,-73.95199,Private room,95,3,56,2019-05-08,1.71,1,50
Brooklyn,Williamsburg,40.7111,-73.94352,Private room,95,3,24,2018-06-25,0.73,1,5
Brooklyn,Bedford-Stuyvesant,40.68989,-73.95878,Private room,45,7,14,2018-09-30,0.42,3,364
Brooklyn,Williamsburg,40.71274,-73.94521,Private room,90,1,2,2016-10-23,0.06,1,341
Brooklyn,Flatbush,40.65087,-73.96467,Private room,65,2,69,2019-06-24,2.08,2,60
Brooklyn,Sheepshead Bay,40.60948,-73.95803,Private room,39,2,66,2019-07-05,2.01,3,62
Brooklyn,Sheepshead Bay,40.60985,-73.95927,Private room,39,3,18,2019-03-16,0.54,3,1
Brooklyn,Brooklyn Heights,40.69468,-73.99327,Entire home/apt,100,3,24,2019-03-07,0.72,1,2
Brooklyn,Greenpoint,40.73363,-73.95333,Private room,110,2,3,2019-05-11,0.12,1,2
Queens,Corona,40.73759,-73.86351,Private room,37,3,30,2019-06-18,0.98,1,48
Brooklyn,Williamsburg,40.71506,-73.93816,Private room,90,1,52,2019-07-06,2.88,2,52
Manhattan,Murray Hill,40.74698,-73.97218,Private room,205,1,23,2019-05-02,0.91,1,363
Brooklyn,Prospect-Lefferts Gardens,40.65737,-73.94607,Private room,87,1,11,2019-01-05,0.36,1,361
Queens,Sunnyside,40.73707,-73.92082,Shared room,30,7,4,2019-05-26,0.43,2,206
Queens,Flushing,40.76491,-73.82561,Entire home/apt,122,3,32,2019-06-12,1.06,1,84
Brooklyn,Flatbush,40.64083,-73.96436,Shared room,40,1,48,2019-06-30,1.45,1,17
Brooklyn,Crown Heights,40.66469,-73.95125,Private room,29,5,3,2019-01-01,0.1,1,206
Manhattan,Harlem,40.82834,-73.9496,Private room,49,2,55,2018-12-11,1.68,1,26
Manhattan,Upper West Side,40.80185,-73.96807,Private room,80,3,17,2019-07-04,0.51,1,129
Bronx,Kingsbridge,40.88283,-73.89326,Private room,60,3,2,2017-05-25,0.07,1,363
Brooklyn,Bedford-Stuyvesant,40.68906,-73.93675,Entire home/apt,130,3,34,2019-06-24,1.28,1,147
Brooklyn,Prospect-Lefferts Gardens,40.66149,-73.94278,Private room,70,2,48,2018-08-19,1.45,1,72
Brooklyn,Fort Hamilton,40.6179,-74.03282,Shared room,40,1,24,2019-06-28,0.78,1,89
Queens,Richmond Hill,40.69015,-73.8297,Private room,33,1,20,2019-02-15,0.77,1,86
Manhattan,Harlem,40.82245,-73.95675,Private room,75,1,19,2019-06-30,0.57,1,358
Brooklyn,Williamsburg,40.71434,-73.96085,Entire home/apt,250,3,16,2019-05-05,0.49,1,3
Brooklyn,Downtown Brooklyn,40.69211,-73.99092,Entire home/apt,170,2,21,2019-05-26,0.64,1,8
Brooklyn,Park Slope,40.67633,-73.9793,Private room,45,1,45,2019-07-03,1.36,2,77
Manhattan,Harlem,40.81545,-73.95806,Private room,99,1,2,2019-01-01,0.09,1,35
Manhattan,Midtown,40.74828,-73.98401,Private room,189,1,4,2018-02-15,0.12,1,365
Manhattan,Lower East Side,40.71806,-73.99351,Entire home/apt,250,3,41,2019-06-22,1.42,2,147
Bronx,Mott Haven,40.81072,-73.92349,Entire home/apt,120,2,26,2019-06-19,0.85,1,260
Brooklyn,Bushwick,40.70012,-73.93775,Private room,74,3,16,2019-05-18,0.48,2,131
Manhattan,Chelsea,40.74244,-73.99781,Entire home/apt,200,3,41,2019-06-13,1.24,1,1
Brooklyn,South Slope,40.66565,-73.99172,Private room,70,1,30,2019-06-05,0.91,1,297
Brooklyn,Park Slope,40.67148,-73.97479,Entire home/apt,198,7,43,2019-06-12,1.36,1,241
Brooklyn,Sheepshead Bay,40.60983,-73.95887,Private room,39,2,26,2019-01-02,0.98,3,101
Staten Island,Midland Beach,40.56933,-74.09493,Private room,80,1,7,2018-11-04,0.22,1,358
Brooklyn,Bedford-Stuyvesant,40.68127,-73.92686,Entire home/apt,125,7,29,2019-05-22,0.95,1,347
Brooklyn,Bedford-Stuyvesant,40.67764,-73.92241,Private room,75,3,5,2018-09-09,0.15,1,145
Queens,Maspeth,40.73577,-73.89981,Private room,75,1,1,2018-10-25,0.12,3,173
Brooklyn,Bedford-Stuyvesant,40.68816,-73.95791,Private room,120,3,1,2018-08-31,0.1,1,179
Manhattan,East Harlem,40.80832,-73.93889,Entire home/apt,200,3,58,2019-06-26,2.12,1,152
Brooklyn,Williamsburg,40.70953,-73.96445,Entire home/apt,190,5,18,2019-05-29,0.57,1,5
Brooklyn,Bedford-Stuyvesant,40.6854,-73.94614,Entire home/apt,160,2,68,2019-07-02,2.05,1,48
Manhattan,Midtown,40.74768,-73.98723,Entire home/apt,195,1,2,2018-01-15,0.06,1,351
Manhattan,East Village,40.72275,-73.97598,Entire home/apt,175,2,27,2018-09-16,0.82,1,63
Brooklyn,Williamsburg,40.71538,-73.94712,Private room,85,2,26,2018-10-08,0.8,1,221
Brooklyn,Bedford-Stuyvesant,40.68526,-73.94099,Entire home/apt,130,3,10,2019-06-23,0.39,1,89
Queens,Long Island City,40.76112,-73.92631,Entire home/apt,79,3,43,2019-06-23,1.35,1,105
Queens,St. Albans,40.7036,-73.76637,Private room,63,1,63,2019-07-05,1.91,3,363
Brooklyn,East Flatbush,40.6393,-73.9472,Entire home/apt,90,3,53,2019-06-07,1.61,1,201
Manhattan,Lower East Side,40.71214,-73.98955,Private room,90,5,10,2018-10-22,0.3,3,20
Queens,Arverne,40.59055,-73.79281,Private room,60,1,5,2017-10-17,0.16,2,158
Brooklyn,Bedford-Stuyvesant,40.68714,-73.93443,Entire home/apt,155,4,44,2019-06-15,1.71,1,98
Brooklyn,Flatlands,40.61863,-73.93183,Private room,55,2,39,2019-06-29,1.27,1,247
Brooklyn,Windsor Terrace,40.65136,-73.9746,Entire home/apt,75,5,25,2019-04-23,0.78,1,6
Manhattan,Upper West Side,40.79985,-73.96138,Entire home/apt,135,7,7,2018-03-19,0.22,1,99
Brooklyn,Prospect-Lefferts Gardens,40.65731,-73.94693,Entire home/apt,200,5,9,2018-07-16,0.29,1,166
Brooklyn,Flatbush,40.63667,-73.96705,Entire home/apt,250,4,3,2019-06-25,1.07,1,35
Bronx,Highbridge,40.83844,-73.92489,Entire home/apt,75,4,37,2019-07-07,1.21,1,26
Brooklyn,Williamsburg,40.71443,-73.94153,Entire home/apt,300,2,2,2016-11-26,0.06,1,310
Manhattan,Nolita,40.71995,-73.99461,Private room,140,2,66,2019-05-31,2.05,3,44
Queens,Rego Park,40.7184,-73.86015,Entire home/apt,95,2,7,2017-09-03,0.23,1,345
Manhattan,Upper East Side,40.76754,-73.96166,Entire home/apt,249,3,55,2019-06-30,1.75,2,1
Manhattan,Hell's Kitchen,40.75751,-73.99401,Entire home/apt,175,1,22,2019-07-02,1.04,1,12
Manhattan,Harlem,40.83124,-73.94501,Private room,40,2,59,2019-06-23,1.9,1,39
Queens,Ridgewood,40.69692,-73.90008,Private room,56,2,9,2019-05-27,0.4,1,80
Brooklyn,Williamsburg,40.70005,-73.95101,Entire home/apt,260,1,1,2018-10-06,0.11,1,88
Queens,Long Island City,40.75378,-73.93449,Private room,65,1,5,2019-04-27,0.15,1,66
Manhattan,West Village,40.73088,-74.00378,Entire home/apt,300,1,59,2019-06-28,1.83,1,73
Manhattan,Harlem,40.81102,-73.94712,Entire home/apt,133,4,23,2019-03-29,0.72,1,5
Manhattan,Midtown,40.74634,-73.98704,Private room,179,1,4,2017-06-20,0.13,1,337
Manhattan,Upper East Side,40.77079,-73.95922,Private room,100,2,17,2019-07-02,0.52,1,4
Manhattan,East Village,40.73281,-73.98686,Entire home/apt,250,4,12,2019-05-05,0.37,1,3
Manhattan,Upper East Side,40.77851,-73.94985,Entire home/apt,218,2,60,2019-06-19,1.85,1,305
Bronx,Wakefield,40.89121,-73.85131,Entire home/apt,79,3,18,2018-09-25,0.57,1,5
Manhattan,Harlem,40.80102,-73.95401,Private room,70,3,62,2019-06-30,1.94,1,73
Brooklyn,Bedford-Stuyvesant,40.69117,-73.95876,Private room,63,5,9,2019-05-26,0.28,1,342
Manhattan,Financial District,40.70488,-74.00744,Private room,95,5,45,2019-05-24,1.4,2,272
Manhattan,Financial District,40.70602,-74.00891,Private room,90,4,61,2019-05-29,1.9,2,246
Brooklyn,East Flatbush,40.6418,-73.93947,Entire home/apt,120,2,56,2019-07-07,1.82,1,85
Brooklyn,Bedford-Stuyvesant,40.68887,-73.92903,Entire home/apt,95,4,20,2019-06-27,1.81,1,14
Manhattan,East Harlem,40.78918,-73.94652,Entire home/apt,100,7,17,2018-09-17,0.54,1,11
Brooklyn,Bedford-Stuyvesant,40.68338,-73.95075,Entire home/apt,100,5,11,2019-06-14,0.44,1,298
Manhattan,East Harlem,40.78857,-73.94952,Private room,100,3,20,2018-06-10,0.66,1,188
Manhattan,East Harlem,40.7898,-73.94213,Private room,125,5,59,2019-07-02,2.03,1,110
Brooklyn,Williamsburg,40.71365,-73.96232,Private room,70,3,12,2018-10-10,0.38,1,188
Brooklyn,Sunset Park,40.65888,-74.00044,Private room,89,1,2,2019-06-25,0.1,3,281
Queens,Rosedale,40.67126,-73.72982,Private room,55,2,4,2017-10-22,0.13,2,349
Queens,Rosedale,40.67104,-73.73006,Private room,55,2,12,2018-09-01,0.37,2,355
Manhattan,Little Italy,40.71819,-73.99786,Entire home/apt,196,6,6,2019-05-27,0.2,1,268
Manhattan,Harlem,40.81736,-73.95294,Private room,65,3,49,2019-05-24,1.5,1,46
Manhattan,Lower East Side,40.7209,-73.98428,Private room,100,2,16,2017-12-10,0.5,1,66
Brooklyn,Sunset Park,40.66451,-73.99342,Entire home/apt,175,2,6,2019-04-19,0.2,1,18
Brooklyn,Windsor Terrace,40.65237,-73.97365,Entire home/apt,90,7,1,2017-12-31,0.05,2,210
Brooklyn,Williamsburg,40.71512,-73.95655,Private room,80,2,29,2018-10-30,0.9,2,34
Brooklyn,Bedford-Stuyvesant,40.67989,-73.94298,Private room,55,2,16,2019-01-01,0.52,1,311
Brooklyn,Boerum Hill,40.68501,-73.98581,Entire home/apt,255,3,16,2019-06-09,0.52,1,33
Brooklyn,Bedford-Stuyvesant,40.68541,-73.95224,Private room,80,1,1,2019-06-30,1.0,1,350
Manhattan,Two Bridges,40.71165,-73.9993,Entire home/apt,125,1,59,2019-04-20,1.82,1,88
Brooklyn,East New York,40.6724,-73.88839,Private room,300,3,8,2019-05-06,0.26,2,80
Manhattan,East Village,40.72891,-73.98797,Entire home/apt,120,6,46,2019-07-06,1.75,1,40
Queens,Astoria,40.76982,-73.93501,Private room,60,4,6,2019-06-06,0.28,1,96
Manhattan,Stuyvesant Town,40.73167,-73.98146,Private room,175,1,6,2017-05-22,0.19,1,180
Manhattan,Lower East Side,40.7208,-73.9819,Private room,75,5,1,2017-12-19,0.05,1,157
Manhattan,Upper West Side,40.80237,-73.96601,Private room,110,7,1,2017-01-05,0.03,1,87
Brooklyn,Flatbush,40.6459,-73.9642,Entire home/apt,153,3,64,2019-06-24,2.07,1,277
Brooklyn,Carroll Gardens,40.67844,-74.00028,Entire home/apt,90,7,1,2018-05-12,0.07,3,50
Brooklyn,Prospect-Lefferts Gardens,40.65678,-73.95154,Private room,99,2,5,2019-03-24,0.16,1,364
Queens,Woodhaven,40.68819,-73.86079,Private room,45,4,22,2019-07-01,0.68,2,266
Manhattan,Chinatown,40.7152,-73.99947,Entire home/apt,159,6,39,2019-05-25,1.31,1,351
Brooklyn,Gowanus,40.67876,-73.9904,Entire home/apt,250,5,40,2019-06-12,1.32,1,70
Manhattan,East Village,40.72461,-73.98172,Private room,85,2,37,2019-05-26,1.2,1,6
Brooklyn,Fort Greene,40.68718,-73.97289,Entire home/apt,200,2,2,2019-07-03,2.0,1,15
Queens,Kew Gardens Hills,40.72712,-73.8308,Entire home/apt,105,3,4,2018-03-18,0.12,1,1
Manhattan,Midtown,40.74665,-73.98042,Entire home/apt,175,2,11,2018-12-07,0.6,1,88
Brooklyn,Williamsburg,40.70944,-73.96161,Entire home/apt,209,2,23,2019-06-08,0.72,2,11
